9631.3	8783.55	9595.14	9120.12	9411.14	8690.26	9407.35	8881.94	9161.51	9091.33	10020.5	9351.92	9483.78	9947.52	9246.1	9569.55	9730.42	10127.8	9981.29	10224.5	9069.44	10038.7	9794.91	9269.38	9599.28
9631.3	8783.55	8667.26	9120.12	9411.14	8585.74	9407.35	8881.94	9161.51	7511.02	8152.43	8631.84	9483.78	9566.33	9246.1	9436.69	9358.74	9013.68	8233.89	8306.99	8335.29	8862.34	8970.87	8552.5	8802.8
8857.82	8737.03	8667.26	7222.89	9391.17	8585.74	8939.12	8477.24	7800.71	7511.02	8152.43	8631.84	9483.78	8982.63	9150.01	9436.69	9060.35	9013.68	8233.89	7982.67	8335.29	8813.82	8970.87	8552.5	8802.8
6669.46	6503.69	8154.8	7222.89	8960.56	8527.01	8939.12	7353.33	6663.63	6872.45	7373.42	8631.84	7774.87	8701.31	6512.91	8138.74	7876.45	8643.78	6735.29	6822.87	7983.38	8813.82	8916.72	8552.5	6728.36
3828.22	5470.08	8154.8	6944.62	8880.93	8527.01	8896.25	7353.33	5674.28	5986.61	6082.33	7815.4	7370.74	8701.31	6512.91	7890.05	7298.01	8235.59	6735.29	6595.09	6665.69	7767.85	8916.72	8552.5	6728.36
3828.22	5470.08	4991.43	5944.25	6003.52	7891.32	6913.46	6592.36	5674.28	5986.61	6082.33	6876.49	6516.62	7013.7	4941.75	6376.05	4857.98	7466.85	6292.94	4781.93	4709.11	7767.85	8916.72	7694.03	6728.36
3828.22	4742.5	4991.43	5944.25	6003.52	7891.32	6783.35	5837.15	4789.25	5684.52	5688.81	6839.64	6382.17	7007.89	4941.75	6033.25	4857.98	5986.23	4987.31	4781.93	4709.11	6754.64	8916.72	6994.03	4530.87
3828.22	4742.5	4851.28	5582.33	5453.01	6725.39	5861.01	4717.82	4789.25	4462.3	5095.36	5949.21	5934.88	5880.49	4800.56	5586.91	4857.98	4239	4987.31	4636.75	4709.11	6342.82	6659.69	6383.85	3316.77
3828.22	4742.5	3486.28	4948.53	5130	5799.11	5861.01	4717.82	3754.57	4462.3	4284.3	5392.83	5635.76	5880.49	4790.71	5586.91	4857.98	4239	4987.31	4636.75	2096.03	4287.28	5535.06	5732.56	3316.77
3828.22	3835.44	3486.28	4132.26	5130	3565.33	4169.84	4582.36	3685.92	4326.21	3475.62	4026.49	4759.43	5125.49	4474.64	5566.46	3482.98	3626.42	3522.71	3143.54	2096.03	4139.24	5332.2	5341.8	3316.77
3265.73	3835.44	3486.28	3803.87	3470.14	3565.33	3799.11	3422.66	3475.25	3825.07	3475.62	4026.49	4072.65	5125.49	4465.1	4525.4	3482.98	3626.42	3522.71	2854.88	2096.03	4139.24	5332.2	5341.8	3316.77
3196.71	3810.46	3486.28	2617.55	3470.14	3565.33	3662.8	3422.66	3435.38	3391.27	3475.62	4026.49	3835.58	4996.91	3239.08	4015.38	3222.18	3626.42	3522.71	2510.6	2096.03	3353	4100.65	4271.07	3316.77
3117.37	3387.37	3486.28	2617.55	3470.14	3565.33	3314.15	3202.81	3197.89	3289.35	3475.62	4026.49	3108.1	4013.27	3239.08	4015.38	3222.18	3626.42	3522.71	2510.6	2096.03	3074.44	3706.49	4271.07	3316.77
3045.35	3276.53	2950.6	2273.85	1584.11	3565.33	3314.15	3202.81	3197.89	2394.5	3095.24	3384	2988.46	3522.37	3239.08	4015.38	2904.48	2415.78	3246	2510.6	2096.03	3074.44	3706.49	3540.32	2551.65
2432.39	3276.53	2950.6	2066.22	1584.11	3565.33	3314.15	2476.2	2802.45	2394.5	2653.21	3081.5	2707.42	3161.13	2535.92	2935.6	2904.48	2415.78	2862.9	1991.95	2096.03	3074.44	2694.24	3025.58	2509.34
2432.39	2860.24	2950.6	1907	1584.11	3565.33	3096.15	2441.27	2776.51	2394.5	2653.21	2225.56	2650.52	2787.26	2535.92	2935.6	2904.48	2415.78	2862.9	1991.95	2096.03	3074.44	2694.24	2819.42	2242.38
2160.18	2385.11	2022.82	1907	1584.11	3197.29	2644.74	2441.27	2612.92	2103.97	2627.32	2225.56	2650.52	2787.26	2524.29	2393.52	1917.49	2415.78	2478.94	1991.95	2096.03	3074.44	2694.24	2819.42	2242.38
2160.18	2385.11	2022.82	1907	1584.11	3197.29	2185.13	2441.27	1362.74	2103.97	2582.84	2225.56	2594.44	2787.26	2524.29	2393.52	1917.49	2415.78	2286.86	1991.95	2096.03	2420.37	2694.24	2480.06	2124.37
2039.26	2341.83	2022.82	1907	1584.11	2184.29	2185.13	2441.27	1362.74	1879.63	2071.79	1804.2	2185.68	2562.45	2397.86	2385.94	1917.49	2415.78	2077.85	1991.95	2096.03	2230.34	2694.24	2131.85	1696.79
2039.26	2341.83	2022.82	1907	1584.11	2184.29	1917.56	2441.27	1362.74	1879.63	2071.79	1804.2	1985.59	2562.45	1783.9	2385.94	1917.49	1435.84	2077.85	1991.95	2096.03	2230.34	2430.32	2131.85	1696.79
