1.0566972e+03	8.3989465e+02	9.0725477e+02	1.1760320e+03	7.0131243e+02	9.4952088e+02	7.5502630e+02	9.9457268e+02	1.0408930e+03	1.0675015e+03	8.9071543e+02	8.7478304e+02	8.8639143e+02	1.0153335e+03	1.1402954e+03	1.0622605e+03	8.5819530e+02	9.7116451e+02	1.1014159e+03	1.1128051e+03	9.0710773e+02	8.7453841e+02	1.0666361e+03	8.1056246e+02	9.2221602e+02
7.1225790e+02	6.2698937e+02	5.8681546e+02	7.2542617e+02	4.9745449e+02	7.0892170e+02	6.5382893e+02	8.0080888e+02	6.7439708e+02	6.8451984e+02	6.7069835e+02	7.2820654e+02	6.9381121e+02	6.6393992e+02	7.1628858e+02	6.2771118e+02	5.3349931e+02	6.6600366e+02	5.4510259e+02	6.6466316e+02	6.6899435e+02	7.1016703e+02	8.6895839e+02	6.5965855e+02	6.0724682e+02
7.1225790e+02	6.2698937e+02	5.8681546e+02	6.4116890e+02	4.9745449e+02	7.0892170e+02	6.5382893e+02	7.9810332e+02	6.3691462e+02	5.7856906e+02	6.7069835e+02	7.2820654e+02	6.8851572e+02	6.6233040e+02	7.1628858e+02	6.1464564e+02	5.1153836e+02	6.6600366e+02	5.4510259e+02	6.6466316e+02	6.6899435e+02	6.7639006e+02	8.4313855e+02	6.3995997e+02	5.7096724e+02
5.9148691e+02	5.7948445e+02	4.6591392e+02	5.8108623e+02	4.5521281e+02	5.1223254e+02	5.2059510e+02	6.1488742e+02	5.0055409e+02	5.7856906e+02	5.7757720e+02	5.3602970e+02	6.5126548e+02	5.8822889e+02	5.4637859e+02	5.3559616e+02	4.6505308e+02	5.9753216e+02	5.1854041e+02	5.9047159e+02	5.5527440e+02	5.7565076e+02	5.9540093e+02	5.2311871e+02	5.7096724e+02
5.8833742e+02	5.1046267e+02	4.6591392e+02	5.8108623e+02	4.5521281e+02	5.1223254e+02	5.2059510e+02	5.7326974e+02	5.0055409e+02	5.5922687e+02	5.4662813e+02	5.3602970e+02	5.5851297e+02	5.5190755e+02	5.4637859e+02	5.3559616e+02	4.2676535e+02	5.2583389e+02	5.1854041e+02	5.9047159e+02	5.5527440e+02	5.0715466e+02	5.9540093e+02	5.2311871e+02	4.8359827e+02
5.7075305e+02	5.1046267e+02	4.6591392e+02	5.8108623e+02	4.5521281e+02	5.1223254e+02	5.1414613e+02	4.1149418e+02	5.0055409e+02	5.5922687e+02	4.7609211e+02	5.3602970e+02	5.5544843e+02	5.4690303e+02	5.3711959e+02	5.3559616e+02	4.2676535e+02	5.2583389e+02	5.1854041e+02	5.6438931e+02	5.5527440e+02	5.0715466e+02	5.7283605e+02	5.2311871e+02	4.8359827e+02
5.7075305e+02	4.4260637e+02	4.6591392e+02	5.4387052e+02	4.5521281e+02	5.1223254e+02	5.1414613e+02	4.1149418e+02	5.0055409e+02	5.5922687e+02	4.7609211e+02	5.2572473e+02	5.5544843e+02	5.4690303e+02	5.3711959e+02	5.3559616e+02	4.2676535e+02	5.2583389e+02	5.1854041e+02	5.6070476e+02	5.5527440e+02	5.0715466e+02	4.8377722e+02	4.9841608e+02	4.8359827e+02
5.7075305e+02	4.4260637e+02	4.6591392e+02	5.4387052e+02	4.5521281e+02	5.0958132e+02	5.1414613e+02	4.1149418e+02	5.0055409e+02	5.5922687e+02	4.7609211e+02	5.2572473e+02	5.5544843e+02	5.4690303e+02	5.3711959e+02	5.3559616e+02	4.2676535e+02	5.2583389e+02	5.1854041e+02	5.6070476e+02	5.5527440e+02	5.0715466e+02	4.8377722e+02	4.9841608e+02	4.8359827e+02
5.7075305e+02	4.4260637e+02	4.6591392e+02	5.3139742e+02	4.5521281e+02	5.0958132e+02	5.1414613e+02	4.1149418e+02	5.0055409e+02	5.5922687e+02	4.7609211e+02	5.2572473e+02	5.5544843e+02	5.1002764e+02	5.3711959e+02	5.2697713e+02	4.2676535e+02	5.1149989e+02	5.1854041e+02	5.3026813e+02	5.5527440e+02	5.0715466e+02	4.8377722e+02	4.9841608e+02	4.8359827e+02
5.6264614e+02	4.4260637e+02	4.6591392e+02	5.3139742e+02	4.5521281e+02	5.0958132e+02	5.1414613e+02	4.1149418e+02	5.0055409e+02	5.5684183e+02	4.7609211e+02	5.2572473e+02	5.5544843e+02	5.1002764e+02	5.3711959e+02	5.1658023e+02	4.2676535e+02	5.1149989e+02	5.1854041e+02	5.3026813e+02	5.5527440e+02	5.0715466e+02	4.8377722e+02	4.9841608e+02	4.8359827e+02
